orderdate,orderNumber,productName,productLine,customerName,customer_country,office_country,buyPrice,priceEach,quantityOrdered,sales_value,cost_of_sales
2004-01-15,10211,"1974 Ducati 350 Mk3 Desmo",Motorcycles,"Auto Canal+ Petit",France,France,56.13,94.91,37,3511.67,2076.81
2004-01-15,10211,"2002 Yamaha YZR M1",Motorcycles,"Auto Canal+ Petit",France,France,34.17,70.78,40,2831.20,1366.80
2004-05-26,10252,"1969 Dodge Super Bee","Classic Cars","Auto Canal+ Petit",France,France,49.05,74.78,20,1495.60,981.00
2004-05-26,10252,"1976 Ford Gran Torino","Classic Cars","Auto Canal+ Petit",France,France,73.49,145.52,41,5966.32,3013.09
2004-05-26,10252,"1957 Vespa GS150",Motorcycles,"Auto Canal+ Petit",France,France,32.95,50.36,31,1561.16,1021.45
2004-05-26,10252,"1957 Corvette Convertible","Classic Cars","Auto Canal+ Petit",France,France,69.93,127.97,26,3327.22,1818.18
2004-05-26,10252,"1982 Ducati 900 Monster",Motorcycles,"Auto Canal+ Petit",France,France,47.10,63.03,47,2962.41,2213.70
2004-05-26,10252,"1961 Chevrolet Impala","Classic Cars","Auto Canal+ Petit",France,France,32.33,69.52,38,2641.76,1228.54
2004-05-26,10252,"1982 Ducati 996 R",Motorcycles,"Auto Canal+ Petit",France,France,24.14,36.21,36,1303.56,869.04
2004-05-26,10252,"1974 Ducati 350 Mk3 Desmo",Motorcycles,"Auto Canal+ Petit",France,France,56.13,93.89,25,2347.25,1403.25
2004-05-26,10252,"2002 Yamaha YZR M1",Motorcycles,"Auto Canal+ Petit",France,France,34.17,72.41,48,3475.68,1640.16
2005-04-07,10402,"1996 Moto Guzzi 1100i",Motorcycles,"Auto Canal+ Petit",France,France,68.99,118.94,45,5352.30,3104.55
2005-04-07,10402,"1936 Harley Davidson El Knucklehead",Motorcycles,"Auto Canal+ Petit",France,France,24.23,58.15,55,3198.25,1332.65
2005-04-07,10402,"1960 BSA Gold Star DBD34",Motorcycles,"Auto Canal+ Petit",France,France,37.32,61.70,59,3640.30,2201.88
2004-03-30,10234,"1972 Alfa Romeo GTA","Classic Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,85.68,118.32,48,5679.36,4112.64
2004-03-30,10234,"1980s Black Hawk Helicopter",Planes,"Extreme Desk Decorations, Ltd","New Zealand",Australia,77.27,146.65,50,7332.50,3863.50
2004-03-30,10234,"1999 Yamaha Speed Boat",Ships,"Extreme Desk Decorations, Ltd","New Zealand",Australia,51.61,84.30,48,4046.40,2477.28
2004-03-30,10234,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,64.58,85.75,39,3344.25,2518.62
2004-03-30,10234,"1900s Vintage Bi-Plane",Planes,"Extreme Desk Decorations, Ltd","New Zealand",Australia,34.25,67.14,44,2954.16,1507.00
2004-03-30,10234,"1937 Horch 930V Limousine","Vintage Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,26.30,65.09,25,1627.25,657.50
2004-03-30,10234,"1940 Ford Delivery Sedan","Vintage Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,48.64,78.83,31,2443.73,1507.84
2004-03-30,10234,"HMS Bounty",Ships,"Extreme Desk Decorations, Ltd","New Zealand",Australia,39.83,83.28,29,2415.12,1155.07
2004-03-30,10234,"Boeing X-32A JSF",Planes,"Extreme Desk Decorations, Ltd","New Zealand",Australia,32.77,45.69,40,1827.60,1310.80
2004-07-12,10268,"1937 Lincoln Berline","Vintage Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,60.62,93.49,49,4581.01,2970.38
2004-07-12,10268,"1936 Mercedes-Benz 500K Special Roadster","Vintage Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,24.26,45.82,26,1191.32,630.76
2004-07-12,10268,"1917 Grand Touring Sedan","Vintage Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,86.70,164.90,34,5606.60,2947.80
2004-07-12,10268,"1911 Ford Town Car","Vintage Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,33.30,60.54,31,1876.74,1032.30
2004-07-12,10268,"1932 Model A Ford J-Coupe","Vintage Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,58.48,124.59,50,6229.50,2924.00
2004-07-12,10268,"1928 Mercedes-Benz SSK","Vintage Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,72.56,148.50,35,5197.50,2539.60
2004-07-12,10268,"1917 Maxwell Touring Car","Vintage Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,57.54,96.23,39,3752.97,2244.06
2004-07-12,10268,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,43.26,84.67,35,2963.45,1514.10
2004-07-12,10268,"1939 Chevrolet Deluxe Coupe","Vintage Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,22.57,31.86,33,1051.38,744.81
2004-07-12,10268,"1938 Cadillac V-16 Presidential Limousine","Vintage Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,20.61,36.29,40,1451.60,824.40
2004-07-12,10268,"1936 Mercedes Benz 500k Roadster","Vintage Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,21.75,37.75,30,1132.50,652.50
2005-05-16,10418,"1969 Dodge Super Bee","Classic Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,49.05,70.76,16,1132.16,784.80
2005-05-16,10418,"1976 Ford Gran Torino","Classic Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,73.49,139.64,27,3770.28,1984.23
2005-05-16,10418,"1957 Vespa GS150",Motorcycles,"Extreme Desk Decorations, Ltd","New Zealand",Australia,32.95,56.57,33,1866.81,1087.35
2005-05-16,10418,"1957 Corvette Convertible","Classic Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,69.93,120.53,28,3374.84,1958.04
2005-05-16,10418,"1982 Ducati 900 Monster",Motorcycles,"Extreme Desk Decorations, Ltd","New Zealand",Australia,47.10,64.41,52,3349.32,2449.20
2005-05-16,10418,"1961 Chevrolet Impala","Classic Cars","Extreme Desk Decorations, Ltd","New Zealand",Australia,32.33,66.29,10,662.90,323.30
2005-05-16,10418,"1982 Ducati 996 R",Motorcycles,"Extreme Desk Decorations, Ltd","New Zealand",Australia,24.14,36.61,43,1574.23,1038.02
2005-05-16,10418,"1974 Ducati 350 Mk3 Desmo",Motorcycles,"Extreme Desk Decorations, Ltd","New Zealand",Australia,56.13,100.01,50,5000.50,2806.50
2005-05-16,10418,"2002 Yamaha YZR M1",Motorcycles,"Extreme Desk Decorations, Ltd","New Zealand",Australia,34.17,72.41,40,2896.40,1366.80
2004-09-15,10296,"1980s Black Hawk Helicopter",Planes,"Bavarian Collectables Imports, Co.",Germany,UK,77.27,146.65,36,5279.40,2781.72
2004-09-15,10296,"1999 Yamaha Speed Boat",Ships,"Bavarian Collectables Imports, Co.",Germany,UK,51.61,69.68,21,1463.28,1083.81
2004-09-15,10296,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars","Bavarian Collectables Imports, Co.",Germany,UK,64.58,105.87,22,2329.14,1420.76
2004-09-15,10296,"1900s Vintage Bi-Plane",Planes,"Bavarian Collectables Imports, Co.",Germany,UK,34.25,60.97,21,1280.37,719.25
2004-09-15,10296,"1937 Horch 930V Limousine","Vintage Cars","Bavarian Collectables Imports, Co.",Germany,UK,26.30,63.78,31,1977.18,815.30
2004-09-15,10296,"1940 Ford Delivery Sedan","Vintage Cars","Bavarian Collectables Imports, Co.",Germany,UK,48.64,83.02,22,1826.44,1070.08
2004-09-15,10296,"Corsair F4U ( Bird Cage)",Planes,"Bavarian Collectables Imports, Co.",Germany,UK,29.34,63.46,32,2030.72,938.88
2004-09-15,10296,"1930 Buick Marquette Phaeton","Vintage Cars","Bavarian Collectables Imports, Co.",Germany,UK,27.06,41.02,26,1066.52,703.56
2004-09-15,10296,"American Airlines: B767-300",Planes,"Bavarian Collectables Imports, Co.",Germany,UK,51.15,75.81,42,3184.02,2148.30
2004-09-15,10296,"HMS Bounty",Ships,"Bavarian Collectables Imports, Co.",Germany,UK,39.83,89.61,34,3046.74,1354.22
2004-09-15,10296,"America West Airlines B757-200",Planes,"Bavarian Collectables Imports, Co.",Germany,UK,68.80,96.73,24,2321.52,1651.20
2004-09-15,10296,"F/A 18 Hornet 1/72",Planes,"Bavarian Collectables Imports, Co.",Germany,UK,54.40,74.40,22,1636.80,1196.80
2004-09-15,10296,"American Airlines: MD-11S",Planes,"Bavarian Collectables Imports, Co.",Germany,UK,36.27,61.44,47,2887.68,1704.69
2004-09-15,10296,"Boeing X-32A JSF",Planes,"Bavarian Collectables Imports, Co.",Germany,UK,32.77,46.68,21,980.28,688.17
2003-04-04,10115,"1957 Chevy Pickup","Trucks and Buses","Classic Legends Inc.",USA,USA,55.70,111.39,46,5123.94,2562.20
2003-04-04,10115,"1998 Chrysler Plymouth Prowler","Classic Cars","Classic Legends Inc.",USA,USA,101.51,140.81,46,6477.26,4669.46
2003-04-04,10115,"1970 Dodge Coronet","Classic Cars","Classic Legends Inc.",USA,USA,32.37,56.64,47,2662.08,1521.39
2003-04-04,10115,"1992 Porsche Cayenne Turbo Silver","Classic Cars","Classic Legends Inc.",USA,USA,69.78,106.45,44,4683.80,3070.32
2003-04-04,10115,"Diamond T620 Semi-Skirted Tanker","Trucks and Buses","Classic Legends Inc.",USA,USA,68.29,100.70,27,2718.90,1843.83
2003-10-20,10163,"1952 Alpine Renault 1300","Classic Cars","Classic Legends Inc.",USA,USA,98.58,212.16,21,4455.36,2070.18
2003-10-20,10163,"1913 Ford Model T Speedster","Vintage Cars","Classic Legends Inc.",USA,USA,60.78,101.31,31,3140.61,1884.18
2003-10-20,10163,"1934 Ford V8 Coupe","Vintage Cars","Classic Legends Inc.",USA,USA,34.35,59.96,48,2878.08,1648.80
2003-10-20,10163,"18th Century Vintage Horse Carriage","Vintage Cars","Classic Legends Inc.",USA,USA,60.74,101.58,40,4063.20,2429.60
2003-10-20,10163,"1917 Maxwell Touring Car","Vintage Cars","Classic Legends Inc.",USA,USA,57.54,80.36,43,3455.48,2474.22
2003-10-20,10163,"1936 Chrysler Airflow","Vintage Cars","Classic Legends Inc.",USA,USA,57.46,96.42,42,4049.64,2413.32
2004-11-21,10337,"1972 Alfa Romeo GTA","Classic Cars","Classic Legends Inc.",USA,USA,85.68,131.92,25,3298.00,2142.00
2004-11-21,10337,"1970 Triumph Spitfire","Classic Cars","Classic Legends Inc.",USA,USA,91.92,140.75,36,5067.00,3309.12
2004-11-21,10337,"1904 Buick Runabout","Vintage Cars","Classic Legends Inc.",USA,USA,52.66,76.36,29,2214.44,1527.14
2004-11-21,10337,"18th century schooner",Ships,"Classic Legends Inc.",USA,USA,82.34,119.20,29,3456.80,2387.86
2004-11-21,10337,"1962 City of Detroit Streetcar",Trains,"Classic Legends Inc.",USA,USA,37.49,54.48,21,1144.08,787.29
2004-11-21,10337,"The Mayflower",Ships,"Classic Legends Inc.",USA,USA,43.30,73.62,36,2650.32,1558.80
2004-11-21,10337,"The Titanic",Ships,"Classic Legends Inc.",USA,USA,51.09,84.14,31,2608.34,1583.79
2004-11-21,10337,"The Queen Mary",Ships,"Classic Legends Inc.",USA,USA,53.63,83.42,36,3003.12,1930.68
2004-11-21,10337,"Pont Yacht",Ships,"Classic Legends Inc.",USA,USA,33.30,49.14,42,2063.88,1398.60
2003-06-16,10131,"1980s Black Hawk Helicopter",Planes,"Gift Ideas Corp.",USA,USA,77.27,141.92,21,2980.32,1622.67
2003-06-16,10131,"1900s Vintage Bi-Plane",Planes,"Gift Ideas Corp.",USA,USA,34.25,60.97,35,2133.95,1198.75
2003-06-16,10131,"1937 Horch 930V Limousine","Vintage Cars","Gift Ideas Corp.",USA,USA,26.30,52.60,29,1525.40,762.70
2003-06-16,10131,"Corsair F4U ( Bird Cage)",Planes,"Gift Ideas Corp.",USA,USA,29.34,54.59,50,2729.50,1467.00
2003-06-16,10131,"HMS Bounty",Ships,"Gift Ideas Corp.",USA,USA,39.83,76.94,22,1692.68,876.26
2003-06-16,10131,"America West Airlines B757-200",Planes,"Gift Ideas Corp.",USA,USA,68.80,86.76,40,3470.40,2752.00
2003-06-16,10131,"American Airlines: MD-11S",Planes,"Gift Ideas Corp.",USA,USA,36.27,63.67,26,1655.42,943.02
2003-06-16,10131,"Boeing X-32A JSF",Planes,"Gift Ideas Corp.",USA,USA,32.77,40.22,21,844.62,688.17
2003-09-03,10146,"1957 Vespa GS150",Motorcycles,"Gift Ideas Corp.",USA,USA,32.95,60.30,47,2834.10,1548.65
2003-09-03,10146,"1957 Corvette Convertible","Classic Cars","Gift Ideas Corp.",USA,USA,69.93,130.94,29,3797.26,2027.97
2004-12-04,10353,"P-51-D Mustang",Planes,"Gift Ideas Corp.",USA,USA,49.00,71.81,27,1938.87,1323.00
2004-12-04,10353,"1928 British Royal Navy Airplane",Planes,"Gift Ideas Corp.",USA,USA,66.74,107.23,28,3002.44,1868.72
2004-12-04,10353,"1900s Vintage Tri-Plane",Planes,"Gift Ideas Corp.",USA,USA,36.23,69.55,35,2434.25,1268.05
2004-12-04,10353,"1997 BMW F650 ST",Motorcycles,"Gift Ideas Corp.",USA,USA,66.92,86.90,46,3997.40,3078.32
2004-12-04,10353,"1928 Ford Phaeton Deluxe","Vintage Cars","Gift Ideas Corp.",USA,USA,33.02,68.10,40,2724.00,1320.80
2004-12-04,10353,"1930 Buick Marquette Phaeton","Vintage Cars","Gift Ideas Corp.",USA,USA,27.06,35.78,40,1431.20,1082.40
2004-12-04,10353,"American Airlines: B767-300",Planes,"Gift Ideas Corp.",USA,USA,51.15,73.07,39,2849.73,1994.85
2004-12-04,10353,"ATA: B757-300",Planes,"Gift Ideas Corp.",USA,USA,59.33,98.48,48,4727.04,2847.84
2004-12-04,10353,"F/A 18 Hornet 1/72",Planes,"Gift Ideas Corp.",USA,USA,54.40,74.40,43,3199.20,2339.20
2003-10-23,10167,"1972 Alfa Romeo GTA","Classic Cars","Scandinavian Gift Ideas",Sweden,UK,85.68,123.76,44,5445.44,3769.92
2003-10-23,10167,"1980s Black Hawk Helicopter",Planes,"Scandinavian Gift Ideas",Sweden,UK,77.27,141.92,43,6102.56,3322.61
2003-10-23,10167,"1999 Yamaha Speed Boat",Ships,"Scandinavian Gift Ideas",Sweden,UK,51.61,69.68,46,3205.28,2374.06
2003-10-23,10167,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars","Scandinavian Gift Ideas",Sweden,UK,64.58,84.70,34,2879.80,2195.72
2003-10-23,10167,"18th century schooner",Ships,"Scandinavian Gift Ideas",Sweden,UK,82.34,110.60,33,3649.80,2717.22
2003-10-23,10167,"1900s Vintage Bi-Plane",Planes,"Scandinavian Gift Ideas",Sweden,UK,34.25,54.81,21,1151.01,719.25
2003-10-23,10167,"1912 Ford Model T Delivery Wagon","Vintage Cars","Scandinavian Gift Ideas",Sweden,UK,46.91,77.00,20,1540.00,938.20
2003-10-23,10167,"1937 Horch 930V Limousine","Vintage Cars","Scandinavian Gift Ideas",Sweden,UK,26.30,64.44,32,2062.08,841.60
2003-10-23,10167,"1940 Ford Delivery Sedan","Vintage Cars","Scandinavian Gift Ideas",Sweden,UK,48.64,73.80,29,2140.20,1410.56
2003-10-23,10167,"The Schooner Bluenose",Ships,"Scandinavian Gift Ideas",Sweden,UK,34.00,66.00,43,2838.00,1462.00
2003-10-23,10167,"HMS Bounty",Ships,"Scandinavian Gift Ideas",Sweden,UK,39.83,87.80,29,2546.20,1155.07
2003-10-23,10167,"The USS Constitution Ship",Ships,"Scandinavian Gift Ideas",Sweden,UK,33.97,62.16,46,2859.36,1562.62
2003-10-23,10167,"The Titanic",Ships,"Scandinavian Gift Ideas",Sweden,UK,51.09,85.14,24,2043.36,1226.16
2003-10-23,10167,"The Queen Mary",Ships,"Scandinavian Gift Ideas",Sweden,UK,53.63,83.42,28,2335.76,1501.64
2003-10-23,10167,"Boeing X-32A JSF",Planes,"Scandinavian Gift Ideas",Sweden,UK,32.77,42.71,40,1708.40,1310.80
2003-10-23,10167,"Pont Yacht",Ships,"Scandinavian Gift Ideas",Sweden,UK,33.30,43.68,38,1659.84,1265.40
2004-09-08,10291,"1952 Alpine Renault 1300","Classic Cars","Scandinavian Gift Ideas",Sweden,UK,98.58,210.01,37,7770.37,3647.46
2004-09-08,10291,"1962 LanciaA Delta 16V","Classic Cars","Scandinavian Gift Ideas",Sweden,UK,103.42,141.83,30,4254.90,3102.60
2004-09-08,10291,"1958 Setra Bus","Trucks and Buses","Scandinavian Gift Ideas",Sweden,UK,77.90,123.00,41,5043.00,3193.90
2004-09-08,10291,"1940 Ford Pickup Truck","Trucks and Buses","Scandinavian Gift Ideas",Sweden,UK,58.33,96.84,41,3970.44,2391.53
2004-09-08,10291,"1926 Ford Fire Engine","Trucks and Buses","Scandinavian Gift Ideas",Sweden,UK,24.92,52.26,26,1358.76,647.92
2004-09-08,10291,"1913 Ford Model T Speedster","Vintage Cars","Scandinavian Gift Ideas",Sweden,UK,60.78,99.28,47,4666.16,2856.66
2004-09-08,10291,"1934 Ford V8 Coupe","Vintage Cars","Scandinavian Gift Ideas",Sweden,UK,34.35,56.21,37,2079.77,1270.95
2004-09-08,10291,"18th Century Vintage Horse Carriage","Vintage Cars","Scandinavian Gift Ideas",Sweden,UK,60.74,93.20,23,2143.60,1397.02
2004-09-08,10291,"1940s Ford truck","Trucks and Buses","Scandinavian Gift Ideas",Sweden,UK,84.76,96.86,48,4649.28,4068.48
2004-09-08,10291,"1939 Cadillac Limousine","Vintage Cars","Scandinavian Gift Ideas",Sweden,UK,23.14,45.28,29,1313.12,671.06
2004-09-08,10291,"1962 Volkswagen Microbus","Trucks and Buses","Scandinavian Gift Ideas",Sweden,UK,61.34,109.90,48,5275.20,2944.32
2004-09-08,10291,"1980 s GM Manhattan Express","Trucks and Buses","Scandinavian Gift Ideas",Sweden,UK,53.93,82.83,26,2153.58,1402.18
2004-09-08,10291,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses","Scandinavian Gift Ideas",Sweden,UK,33.61,53.00,32,1696.00,1075.52
2004-09-08,10291,"1982 Camaro Z28","Classic Cars","Scandinavian Gift Ideas",Sweden,UK,46.53,86.99,28,2435.72,1302.84
2005-03-03,10389,"1968 Ford Mustang","Classic Cars","Scandinavian Gift Ideas",Sweden,UK,95.34,182.90,26,4755.40,2478.84
2005-03-03,10389,"1968 Dodge Charger","Classic Cars","Scandinavian Gift Ideas",Sweden,UK,75.16,95.13,25,2378.25,1879.00
2005-03-03,10389,"1970 Plymouth Hemi Cuda","Classic Cars","Scandinavian Gift Ideas",Sweden,UK,31.92,76.61,36,2757.96,1149.12
2005-03-03,10389,"1969 Dodge Charger","Classic Cars","Scandinavian Gift Ideas",Sweden,UK,58.73,102.49,47,4817.03,2760.31
2005-03-03,10389,"1948 Porsche 356-A Roadster","Classic Cars","Scandinavian Gift Ideas",Sweden,UK,53.90,63.91,49,3131.59,2641.10
2005-03-03,10389,"1936 Harley Davidson El Knucklehead",Motorcycles,"Scandinavian Gift Ideas",Sweden,UK,24.23,52.09,39,2031.51,944.97
2005-03-03,10389,"1997 BMW R 1100 S",Motorcycles,"Scandinavian Gift Ideas",Sweden,UK,60.86,112.70,45,5071.50,2738.70
2005-03-03,10389,"1960 BSA Gold Star DBD34",Motorcycles,"Scandinavian Gift Ideas",Sweden,UK,37.32,61.70,49,3023.30,1828.68
2004-05-11,10250,"1980s Black Hawk Helicopter",Planes,"The Sharp Gifts Warehouse",USA,USA,77.27,148.23,45,6670.35,3477.15
2004-05-11,10250,"P-51-D Mustang",Planes,"The Sharp Gifts Warehouse",USA,USA,49.00,84.48,27,2280.96,1323.00
2004-05-11,10250,"1928 British Royal Navy Airplane",Planes,"The Sharp Gifts Warehouse",USA,USA,66.74,95.20,31,2951.20,2068.94
2004-05-11,10250,"1960 BSA Gold Star DBD34",Motorcycles,"The Sharp Gifts Warehouse",USA,USA,37.32,63.22,32,2023.04,1194.24
2004-05-11,10250,"Corsair F4U ( Bird Cage)",Planes,"The Sharp Gifts Warehouse",USA,USA,29.34,61.42,40,2456.80,1173.60
2004-05-11,10250,"1900s Vintage Tri-Plane",Planes,"The Sharp Gifts Warehouse",USA,USA,36.23,72.45,37,2680.65,1340.51
2004-05-11,10250,"1997 BMW F650 ST",Motorcycles,"The Sharp Gifts Warehouse",USA,USA,66.92,99.89,31,3096.59,2074.52
2004-05-11,10250,"1928 Ford Phaeton Deluxe","Vintage Cars","The Sharp Gifts Warehouse",USA,USA,33.02,62.60,50,3130.00,1651.00
2004-05-11,10250,"1930 Buick Marquette Phaeton","Vintage Cars","The Sharp Gifts Warehouse",USA,USA,27.06,36.66,36,1319.76,974.16
2004-05-11,10250,"American Airlines: B767-300",Planes,"The Sharp Gifts Warehouse",USA,USA,51.15,91.34,31,2831.54,1585.65
2004-05-11,10250,"America West Airlines B757-200",Planes,"The Sharp Gifts Warehouse",USA,USA,68.80,90.75,35,3176.25,2408.00
2004-05-11,10250,"ATA: B757-300",Planes,"The Sharp Gifts Warehouse",USA,USA,59.33,98.48,44,4333.12,2610.52
2004-05-11,10250,"F/A 18 Hornet 1/72",Planes,"The Sharp Gifts Warehouse",USA,USA,54.40,76.00,44,3344.00,2393.60
2004-05-11,10250,"American Airlines: MD-11S",Planes,"The Sharp Gifts Warehouse",USA,USA,36.27,65.89,38,2503.82,1378.26
2004-06-14,10257,"1913 Ford Model T Speedster","Vintage Cars","The Sharp Gifts Warehouse",USA,USA,60.78,92.19,50,4609.50,3039.00
2004-06-14,10257,"1934 Ford V8 Coupe","Vintage Cars","The Sharp Gifts Warehouse",USA,USA,34.35,59.34,49,2907.66,1683.15
2004-06-14,10257,"18th Century Vintage Horse Carriage","Vintage Cars","The Sharp Gifts Warehouse",USA,USA,60.74,83.78,37,3099.86,2247.38
2004-06-14,10257,"1917 Maxwell Touring Car","Vintage Cars","The Sharp Gifts Warehouse",USA,USA,57.54,91.27,26,2373.02,1496.04
2004-06-14,10257,"1936 Chrysler Airflow","Vintage Cars","The Sharp Gifts Warehouse",USA,USA,57.46,81.81,46,3763.26,2643.16
2005-04-01,10400,"1972 Alfa Romeo GTA","Classic Cars","The Sharp Gifts Warehouse",USA,USA,85.68,134.64,64,8616.96,5483.52
2005-04-01,10400,"1980s Black Hawk Helicopter",Planes,"The Sharp Gifts Warehouse",USA,USA,77.27,129.31,34,4396.54,2627.18
2005-04-01,10400,"1999 Yamaha Speed Boat",Ships,"The Sharp Gifts Warehouse",USA,USA,51.61,74.84,30,2245.20,1548.30
2005-04-01,10400,"1941 Chevrolet Special Deluxe Cabriolet","Vintage Cars","The Sharp Gifts Warehouse",USA,USA,64.58,88.93,58,5157.94,3745.64
2005-04-01,10400,"1900s Vintage Bi-Plane",Planes,"The Sharp Gifts Warehouse",USA,USA,34.25,55.49,24,1331.76,822.00
2005-04-01,10400,"1937 Horch 930V Limousine","Vintage Cars","The Sharp Gifts Warehouse",USA,USA,26.30,59.18,38,2248.84,999.40
2005-04-01,10400,"1940 Ford Delivery Sedan","Vintage Cars","The Sharp Gifts Warehouse",USA,USA,48.64,74.64,42,3134.88,2042.88
2005-04-01,10400,"HMS Bounty",Ships,"The Sharp Gifts Warehouse",USA,USA,39.83,82.37,46,3789.02,1832.18
2005-04-01,10400,"Boeing X-32A JSF",Planes,"The Sharp Gifts Warehouse",USA,USA,32.77,41.71,20,834.20,655.40
2005-04-22,10407,"1965 Aston Martin DB5","Classic Cars","The Sharp Gifts Warehouse",USA,USA,65.96,114.48,59,6754.32,3891.64
2005-04-22,10407,"1917 Grand Touring Sedan","Vintage Cars","The Sharp Gifts Warehouse",USA,USA,86.70,141.10,76,10723.60,6589.20
2005-04-22,10407,"1911 Ford Town Car","Vintage Cars","The Sharp Gifts Warehouse",USA,USA,33.30,58.12,42,2441.04,1398.60
2005-04-22,10407,"1999 Indy 500 Monte Carlo SS","Classic Cars","The Sharp Gifts Warehouse",USA,USA,56.76,132.00,41,5412.00,2327.16
2005-04-22,10407,"1932 Alfa Romeo 8C2300 Spider Sport","Vintage Cars","The Sharp Gifts Warehouse",USA,USA,43.26,91.11,6,546.66,259.56
2005-04-22,10407,"1957 Ford Thunderbird","Classic Cars","The Sharp Gifts Warehouse",USA,USA,34.21,64.14,66,4233.24,2257.86
2005-04-22,10407,"1970 Chevy Chevelle SS 454","Classic Cars","The Sharp Gifts Warehouse",USA,USA,49.24,68.35,26,1777.10,1280.24
2005-04-22,10407,"1966 Shelby Cobra 427 S/C","Classic Cars","The Sharp Gifts Warehouse",USA,USA,29.18,45.78,64,2929.92,1867.52
2005-04-22,10407,"1949 Jaguar XK 120","Classic Cars","The Sharp Gifts Warehouse",USA,USA,47.25,81.78,76,6215.28,3591.00
2005-04-22,10407,"1952 Citroen-15CV","Classic Cars","The Sharp Gifts Warehouse",USA,USA,72.82,98.65,59,5820.35,4296.38
2005-04-22,10407,"1969 Chevrolet Camaro Z28","Classic Cars","The Sharp Gifts Warehouse",USA,USA,50.51,77.05,13,1001.65,656.63
2005-04-22,10407,"2002 Chevy Corvette","Classic Cars","The Sharp Gifts Warehouse",USA,USA,62.11,101.73,43,4374.39,2670.73
2003-10-21,10164,"1962 LanciaA Delta 16V","Classic Cars","Mini Auto Werke",Austria,France,103.42,143.31,21,3009.51,2171.82
2003-10-21,10164,"1958 Setra Bus","Trucks and Buses","Mini Auto Werke",Austria,France,77.90,121.64,49,5960.36,3817.10
2003-10-21,10164,"1940 Ford Pickup Truck","Trucks and Buses","Mini Auto Werke",Austria,France,58.33,103.84,36,3738.24,2099.88
2003-10-21,10164,"1940s Ford truck","Trucks and Buses","Mini Auto Werke",Austria,France,84.76,107.76,45,4849.20,3814.20
2003-10-21,10164,"1939 Cadillac Limousine","Vintage Cars","Mini Auto Werke",Austria,France,23.14,46.29,25,1157.25,578.50
2003-10-21,10164,"1980 s GM Manhattan Express","Trucks and Buses","Mini Auto Werke",Austria,France,53.93,91.49,24,2195.76,1294.32
2003-10-21,10164,"1996 Peterbilt 379 Stake Bed with Outrigger","Trucks and Buses","Mini Auto Werke",Austria,France,33.61,57.53,49,2818.97,1646.89
2003-10-21,10164,"1982 Camaro Z28","Classic Cars","Mini Auto Werke",Austria,France,46.53,86.99,39,3392.61,1814.67
2003-11-04,10170,"1968 Dodge Charger","Classic Cars","Mini Auto Werke",Austria,France,75.16,116.27,47,5464.69,3532.52
2003-11-04,10170,"1969 Dodge Charger","Classic Cars","Mini Auto Werke",Austria,France,58.73,93.28,41,3824.48,2407.93
2003-11-04,10170,"1948 Porsche 356-A Roadster","Classic Cars","Mini Auto Werke",Austria,France,53.90,70.07,20,1401.40,1078.00
2003-11-04,10170,"1956 Porsche 356A Coupe","Classic Cars","Mini Auto Werke",Austria,France,98.30,130.60,34,4440.40,3342.20
2005-03-10,10392,"1934 Ford V8 Coupe","Vintage Cars","Mini Auto Werke",Austria,France,34.35,61.21,37,2264.77,1270.95
2005-03-10,10392,"18th Century Vintage Horse Carriage","Vintage Cars","Mini Auto Werke",Austria,France,60.74,103.67,29,3006.43,1761.46
2005-03-10,10392,"1917 Maxwell Touring Car","Vintage Cars","Mini Auto Werke",Austria,France,57.54,98.22,36,3535.92,2071.44
2003-11-26,10196,"2001 Ferrari Enzo","Classic Cars","Super Scale Inc.",USA,USA,95.59,203.64,47,9571.08,4492.73
2003-11-26,10196,"1969 Corvair Monza","Classic Cars","Super Scale Inc.",USA,USA,89.14,151.08,24,3625.92,2139.36
2003-11-26,10196,"1969 Ford Falcon","Classic Cars","Super Scale Inc.",USA,USA,83.05,147.07,38,5588.66,3155.90
